# OpenSignals Text File Format. Version 1
# {"0C:43:14:24:7F:C7": {"position": 0, "device": "bitalino_rev", "device name": "0C:43:14:24:7F:C7", "device connection": "BTH0C:43:14:24:7F:C7", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-9-11", "time": "12:17:23.301", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
14	0	0	0	0	501	
15	0	0	0	0	501	
0	0	0	0	0	501	
1	0	0	0	0	503	
2	0	0	0	0	507	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	511	
6	0	0	0	0	512	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	507	
14	0	0	0	0	506	
15	0	0	0	0	505	
0	0	0	0	0	502	
1	0	0	0	0	501	
2	0	0	0	0	500	
3	0	0	0	0	501	
4	0	0	0	0	502	
5	0	0	0	0	502	
6	0	0	0	0	502	
7	0	0	0	0	500	
8	0	0	0	0	499	
9	0	0	0	0	498	
10	0	0	0	0	497	
11	0	0	0	0	499	
12	0	0	0	0	498	
13	0	0	0	0	498	
14	0	0	0	0	499	
15	0	0	0	0	501	
0	0	0	0	0	501	
1	0	0	0	0	501	
2	0	0	0	0	502	
3	0	0	0	0	502	
4	0	0	0	0	500	
5	0	0	0	0	501	
6	0	0	0	0	502	
7	0	0	0	0	504	
8	0	0	0	0	505	
9	0	0	0	0	504	
10	0	0	0	0	502	
11	0	0	0	0	499	
12	0	0	0	0	500	
13	0	0	0	0	501	
14	0	0	0	0	498	
15	0	0	0	0	496	
0	0	0	0	0	496	
1	0	0	0	0	498	
2	0	0	0	0	499	
3	0	0	0	0	502	
4	0	0	0	0	506	
5	0	0	0	0	510	
6	0	0	0	0	515	
7	0	0	0	0	522	
